ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
235305_s_at,4.31E-02,2.78E-02,3.68,ECHDC2,enoyl-CoA hydratase domain containing 2
219298_at,2.08E-06,3.15E-07,1.68E+01,ECHDC3,enoyl-CoA hydratase domain containing 3
201135_at,4.96E-03,2.37E-03,6.33,ECHS1,"enoyl-CoA hydratase, short chain 1"
209759_s_at,2.89E-04,9.10E-05,9.99,ECI1,enoyl-CoA delta isomerase 1
218025_s_at,2.15E-05,4.62E-06,1.35E+01,ECI2,enoyl-CoA delta isomerase 2
209365_s_at,7.92E-03,4.04E-03,5.75,ECM1,extracellular matrix protein 1
1568779_a_at,5.27E-06,9.20E-07,1.55E+01,ECM2,extracellular matrix protein 2
206101_at,2.52E-05,5.54E-06,1.33E+01,ECM2,extracellular matrix protein 2
216667_at,1.26E-03,4.95E-04,8.07,ECRP,ribonuclease A family member 2 pseudogene
227780_s_at,2.77E-07,3.09E-08,1.98E+01,ECSCR,endothelial cell surface expressed chemotaxis and apoptosis regulator
228339_at,8.81E-04,3.27E-04,8.53,ECSCR,endothelial cell surface expressed chemotaxis and apoptosis regulator
227779_at,9.56E-03,5.02E-03,5.51,ECSCR,endothelial cell surface expressed chemotaxis and apoptosis regulator
218225_at,2.81E-03,1.23E-03,7.05,ECSIT,ECSIT signalling integrator
219787_s_at,1.36E-05,2.73E-06,1.41E+01,ECT2,epithelial cell transforming 2
234992_x_at,1.96E-03,8.17E-04,7.51,ECT2,epithelial cell transforming 2
237241_at,7.70E-02,5.39E-02,2.99,ECT2,epithelial cell transforming 2
206217_at,4.89E-05,1.18E-05,1.24E+01,EDA,ectodysplasin A
211131_s_at,8.34E-05,2.17E-05,1.17E+01,EDA,ectodysplasin A
211130_x_at,1.74E-04,5.06E-05,1.07E+01,EDA,ectodysplasin A
211127_x_at,1.19E-03,4.62E-04,8.15,EDA,ectodysplasin A
211129_x_at,2.88E-03,1.27E-03,7.02,EDA,ectodysplasin A
211128_at,1.22E-01,9.11E-02,2.44,EDA,ectodysplasin A
221399_at,7.58E-02,5.29E-02,3.01,EDA2R,ectodysplasin A2 receptor
220048_at,6.22E-03,3.07E-03,6.05,EDAR,ectodysplasin A receptor
1553430_a_at,5.34E-02,3.55E-02,3.42,EDARADD,EDAR associated death domain
226042_at,1.45E-05,2.95E-06,1.40E+01,EDC3,enhancer of mRNA decapping 3
219207_at,8.13E-05,2.11E-05,1.17E+01,EDC3,enhancer of mRNA decapping 3
202496_at,6.10E-07,7.66E-08,1.86E+01,EDC4,enhancer of mRNA decapping 4
208142_at,2.13E-06,3.23E-07,1.68E+01,EDDM3A,epididymal protein 3A
208143_s_at,2.12E-03,8.91E-04,7.41,EDDM3A,epididymal protein 3A
217568_at,2.36E-01,1.94E-01,1.66,EDDM3A,epididymal protein 3A
220759_at,5.63E-02,3.77E-02,3.36,EDDM3B,epididymal protein 3B
203279_at,7.41E-03,3.75E-03,5.83,EDEM1,ER degradation enhancing alpha-mannosidase like protein 1
218282_at,8.90E-02,6.36E-02,2.81,EDEM2,ER degradation enhancing alpha-mannosidase like protein 2
223243_s_at,9.39E-18,1.94E-20,6.53E+01,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3
220926_s_at,1.02E-09,4.77E-11,2.86E+01,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3
220342_x_at,4.78E-09,2.84E-10,2.61E+01,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3
209058_at,4.31E-03,2.02E-03,6.51,EDF1,endothelial differentiation related factor 1
209059_s_at,3.43E-02,2.15E-02,3.95,EDF1,endothelial differentiation related factor 1
207379_at,9.07E-07,1.21E-07,1.80E+01,EDIL3,EGF like repeats and discoidin domains 3
225275_at,1.21E-03,4.70E-04,8.13,EDIL3,EGF like repeats and discoidin domains 3
1558643_s_at,2.05E-03,8.58E-04,7.45,EDIL3,EGF like repeats and discoidin domains 3
222802_at,5.66E-04,1.97E-04,9.11,EDN1,endothelin 1
218995_s_at,8.65E-04,3.21E-04,8.56,EDN1,endothelin 1
1564630_at,2.47E-01,2.04E-01,1.61,EDN1,endothelin 1
206758_at,8.56E-01,8.39E-01,1.76E-01,EDN2,endothelin 2
208399_s_at,1.55E-03,6.23E-04,7.81,EDN3,endothelin 3
217154_s_at,3.25E-01,2.79E-01,1.29,EDN3,endothelin 3
216235_s_at,1.07E-09,5.05E-11,2.85E+01,EDNRA,endothelin receptor type A
204463_s_at,1.90E-06,2.84E-07,1.69E+01,EDNRA,endothelin receptor type A
204464_s_at,2.20E-04,6.66E-05,1.04E+01,EDNRA,endothelin receptor type A
204271_s_at,1.38E-14,1.06E-16,4.92E+01,EDNRB,endothelin receptor type B
204273_at,4.28E-12,8.42E-14,3.82E+01,EDNRB,endothelin receptor type B
206701_x_at,5.42E-10,2.30E-11,2.97E+01,EDNRB,endothelin receptor type B
1568791_s_at,3.09E-01,2.63E-01,1.35,EDNRB-AS1,EDNRB antisense RNA 1
215072_x_at,5.40E-03,2.61E-03,6.22,EDRF1,erythroid differentiation regulatory factor 1
208115_x_at,9.87E-02,7.15E-02,2.69,EDRF1,erythroid differentiation regulatory factor 1
213410_at,1.61E-01,1.26E-01,2.11,EDRF1,erythroid differentiation regulatory factor 1
204841_s_at,2.26E-06,3.45E-07,1.67E+01,EEA1,early endosome antigen 1
225885_at,1.82E-04,5.35E-05,1.06E+01,EEA1,early endosome antigen 1
204840_s_at,7.10E-04,2.56E-04,8.81,EEA1,early endosome antigen 1
210656_at,3.89E-03,1.79E-03,6.64,EED,embryonic ectoderm development
209572_s_at,4.42E-03,2.08E-03,6.48,EED,embryonic ectoderm development
204892_x_at,7.49E-09,4.77E-10,2.54E+01,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
227708_at,5.04E-05,1.22E-05,1.23E+01,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
213477_x_at,2.54E-03,1.10E-03,7.18,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
213583_x_at,1.71E-02,9.68E-03,4.8,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
213614_x_at,5.20E-02,3.45E-02,3.46,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
1557120_at,1.04E-01,7.55E-02,2.63,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
204540_at,4.83E-07,5.85E-08,1.89E+01,EEF1A2,eukaryotic translation elongation factor 1 alpha 2
227054_at,4.78E-09,2.85E-10,2.61E+01,EEF1AKMT1,eukaryotic translation elongation factor 1 alpha lysine methyltransferase 1
214395_x_at,1.46E-06,2.09E-07,1.73E+01,EEF1D,eukaryotic translation elongation factor 1 delta
213087_s_at,2.75E-03,1.20E-03,7.08,EEF1D,eukaryotic translation elongation factor 1 delta
214394_x_at,2.74E-02,1.66E-02,4.23,EEF1D,eukaryotic translation elongation factor 1 delta
203113_s_at,2.07E-01,1.66E-01,1.82,EEF1D,eukaryotic translation elongation factor 1 delta
213907_at,3.01E-03,1.34E-03,6.96,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1
204905_s_at,6.12E-01,5.72E-01,5.61E-01,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1
226543_at,1.52E-03,6.11E-04,7.83,EEF1E1-BLOC1S5///BLOC1S5,EEF1E1-BLOC1S5 readthrough (NMD candidate)///biogenesis of lysosomal organelles complex 1 subunit 5
226544_x_at,9.49E-01,9.42E-01,5.96E-02,EEF1E1-BLOC1S5///BLOC1S5,EEF1E1-BLOC1S5 readthrough (NMD candidate)///biogenesis of lysosomal organelles complex 1 subunit 5
204102_s_at,2.10E-03,8.84E-04,7.42,EEF2,eukaryotic translation elongation factor 2
200094_s_at,2.27E-02,1.34E-02,4.46,EEF2,eukaryotic translation elongation factor 2
222013_x_at,6.79E-04,2.43E-04,8.87,EEF2KMT,eukaryotic elongation factor 2 lysine methyltransferase
227540_at,2.86E-01,2.41E-01,1.44,EEFSEC,"eukaryotic elongation factor, selenocysteine-tRNA specific"
225631_at,8.15E-07,1.07E-07,1.82E+01,EEPD1,endonuclease/exonuclease/phosphatase family domain containing 1
225630_at,2.00E-05,4.24E-06,1.36E+01,EEPD1,endonuclease/exonuclease/phosphatase family domain containing 1
233100_at,1.70E-02,9.66E-03,4.81,EEPD1,endonuclease/exonuclease/phosphatase family domain containing 1
1569640_s_at,6.65E-02,4.55E-02,3.16,EEPD1,endonuclease/exonuclease/phosphatase family domain containing 1
220156_at,4.00E-02,2.55E-02,3.77,EFCAB1,EF-hand calcium binding domain 1
1568930_at,1.29E-01,9.72E-02,2.37,EFCAB1,EF-hand calcium binding domain 1
239500_at,4.76E-01,4.30E-01,8.49E-01,EFCAB1,EF-hand calcium binding domain 1
243043_at,2.34E-04,7.14E-05,1.03E+01,EFCAB10,EF-hand calcium binding domain 10
214264_s_at,3.07E-02,1.89E-02,4.09,EFCAB11,EF-hand calcium binding domain 11
210525_x_at,8.61E-01,8.45E-01,1.68E-01,EFCAB11,EF-hand calcium binding domain 11
232639_at,2.58E-01,2.15E-01,1.56,EFCAB12,EF-hand calcium binding domain 12
1553626_a_at,2.51E-02,1.51E-02,4.33,EFCAB13,EF-hand calcium binding domain 13
1553627_s_at,8.89E-02,6.35E-02,2.81,EFCAB13,EF-hand calcium binding domain 13
231651_at,1.98E-01,1.59E-01,1.87,EFCAB13,EF-hand calcium binding domain 13
1569876_at,3.31E-01,2.85E-01,1.27,EFCAB13,EF-hand calcium binding domain 13
1554772_at,4.85E-01,4.40E-01,8.26E-01,EFCAB13,EF-hand calcium binding domain 13
201778_s_at,4.98E-10,2.10E-11,2.98E+01,EFCAB14,EF-hand calcium binding domain 14
201775_s_at,7.49E-09,4.77E-10,2.54E+01,EFCAB14,EF-hand calcium binding domain 14
201776_s_at,5.46E-06,9.60E-07,1.54E+01,EFCAB14,EF-hand calcium binding domain 14
1559023_a_at,6.04E-05,1.50E-05,1.21E+01,EFCAB14,EF-hand calcium binding domain 14
1559022_at,6.36E-04,2.26E-04,8.96,EFCAB14,EF-hand calcium binding domain 14
201777_s_at,5.97E-03,2.93E-03,6.1,EFCAB14,EF-hand calcium binding domain 14
229524_at,1.31E-01,9.92E-02,2.35,EFCAB14,EF-hand calcium binding domain 14
211200_s_at,3.87E-10,1.57E-11,3.02E+01,EFCAB2,EF-hand calcium binding domain 2
207572_at,1.66E-05,3.44E-06,1.39E+01,EFCAB2,EF-hand calcium binding domain 2
223608_at,1.91E-05,4.02E-06,1.37E+01,EFCAB2,EF-hand calcium binding domain 2
233375_at,4.41E-03,2.07E-03,6.48,EFCAB2,EF-hand calcium binding domain 2
1558300_at,7.39E-04,2.68E-04,8.76,EFCAB5,EF-hand calcium binding domain 5
1558301_a_at,7.25E-01,6.94E-01,3.67E-01,EFCAB5,EF-hand calcium binding domain 5
234853_s_at,1.95E-03,8.10E-04,7.52,EFCAB6,EF-hand calcium binding domain 6
234732_s_at,3.17E-03,1.42E-03,6.9,EFCAB6,EF-hand calcium binding domain 6
1562815_at,2.35E-02,1.40E-02,4.41,EFCAB6,EF-hand calcium binding domain 6
220271_x_at,2.62E-02,1.58E-02,4.28,EFCAB6,EF-hand calcium binding domain 6
233839_at,7.64E-02,5.34E-02,3,EFCAB6,EF-hand calcium binding domain 6
233600_at,2.92E-01,2.47E-01,1.41,EFCAB6,EF-hand calcium binding domain 6
233345_at,4.25E-01,3.79E-01,9.78E-01,EFCAB6,EF-hand calcium binding domain 6
226800_at,4.97E-07,6.05E-08,1.89E+01,EFCAB7,EF-hand calcium binding domain 7
233259_at,3.46E-08,2.79E-09,2.30E+01,EFCC1,EF-hand and coiled-coil domain containing 1
220006_at,1.71E-07,1.75E-08,2.05E+01,EFCC1,EF-hand and coiled-coil domain containing 1
201842_s_at,2.56E-12,4.58E-14,3.91E+01,EFEMP1,EGF containing fibulin like extracellular matrix protein 1
201843_s_at,1.66E-11,4.05E-13,3.57E+01,EFEMP1,EGF containing fibulin like extracellular matrix protein 1
228421_s_at,1.03E-04,2.78E-05,1.14E+01,EFEMP1,EGF containing fibulin like extracellular matrix protein 1
209356_x_at,4.70E-16,2.01E-18,5.64E+01,EFEMP2,EGF containing fibulin like extracellular matrix protein 2
206580_s_at,8.19E-11,2.57E-12,3.29E+01,EFEMP2,EGF containing fibulin like extracellular matrix protein 2
1557840_at,2.28E-02,1.35E-02,4.45,EFHB,EF-hand domain family member B
239477_at,1.07E-01,7.88E-02,2.59,EFHB,EF-hand domain family member B
219833_s_at,1.69E-02,9.60E-03,4.81,EFHC1,EF-hand domain containing 1
231026_at,6.55E-02,4.48E-02,3.18,EFHC1,EF-hand domain containing 1
225656_at,4.16E-01,3.69E-01,1,EFHC1,EF-hand domain containing 1
220591_s_at,1.59E-04,4.57E-05,1.08E+01,EFHC2,EF-hand domain containing 2
220523_at,5.32E-03,2.57E-03,6.24,EFHC2,EF-hand domain containing 2
209343_at,1.56E-10,5.46E-12,3.18E+01,EFHD1,EF-hand domain family member D1
217992_s_at,1.96E-04,5.84E-05,1.05E+01,EFHD2,EF-hand domain family member D2
222483_at,8.36E-04,3.09E-04,8.6,EFHD2,EF-hand domain family member D2
218973_at,7.31E-03,3.69E-03,5.85,EFL1,elongation factor like GTPase 1
202023_at,3.49E-11,9.72E-13,3.44E+01,EFNA1,ephrin A1
208256_at,1.94E-03,8.06E-04,7.52,EFNA2,ephrin A2
1553573_s_at,5.54E-03,2.69E-03,6.19,EFNA2,ephrin A2
238956_at,6.01E-02,4.06E-02,3.28,EFNA2,ephrin A2
210132_at,4.80E-05,1.16E-05,1.24E+01,EFNA3,ephrin A3
205107_s_at,2.13E-03,8.97E-04,7.4,EFNA4,ephrin A4
214036_at,4.17E-08,3.45E-09,2.27E+01,EFNA5,ephrin A5
227955_s_at,3.61E-07,4.18E-08,1.94E+01,EFNA5,ephrin A5
233814_at,2.72E-06,4.28E-07,1.64E+01,EFNA5,ephrin A5
207301_at,3.21E-01,2.75E-01,1.3,EFNA5,ephrin A5
202711_at,2.32E-09,1.23E-10,2.73E+01,EFNB1,ephrin B1
202669_s_at,3.56E-03,1.62E-03,6.75,EFNB2,ephrin B2
202668_at,1.08E-02,5.75E-03,5.37,EFNB2,ephrin B2
210883_x_at,3.17E-04,1.01E-04,9.87,EFNB3,ephrin B3
205031_at,5.22E-03,2.52E-03,6.26,EFNB3,ephrin B3
212150_at,8.26E-04,3.04E-04,8.62,EFR3A,EFR3 homolog A
212149_at,3.89E-01,3.42E-01,1.08,EFR3A,EFR3 homolog A
215334_at,1.20E-02,6.51E-03,5.23,EFR3B,EFR3 homolog B
227283_at,1.05E-01,7.69E-02,2.62,EFR3B,EFR3 homolog B
215328_at,1.88E-01,1.49E-01,1.93,EFR3B,EFR3 homolog B
204400_at,3.22E-08,2.56E-09,2.31E+01,EFS,embryonal Fyn-associated substrate
210880_s_at,4.52E-06,7.69E-07,1.57E+01,EFS,embryonal Fyn-associated substrate
222398_s_at,3.05E-06,4.87E-07,1.63E+01,EFTUD2,elongation factor Tu GTP binding domain containing 2
222397_at,2.43E-01,2.00E-01,1.63,EFTUD2,elongation factor Tu GTP binding domain containing 2
206254_at,2.02E-05,4.28E-06,1.36E+01,EGF,epidermal growth factor
1558411_at,6.36E-01,5.97E-01,5.17E-01,EGFEM1P,"EGF like and EMI domain containing 1, pseudogene"
219454_at,6.00E-06,1.07E-06,1.53E+01,EGFL6,EGF like domain multiple 6
218825_at,1.49E-03,5.96E-04,7.86,EGFL7,EGF like domain multiple 7
209490_s_at,1.76E-01,1.38E-01,2.01,EGFL8///PPT2,EGF like domain multiple 8///palmitoyl-protein thioesterase 2
226911_at,1.61E-01,1.25E-01,2.11,EGFLAM,"EGF like, fibronectin type III and laminin G domains"
240225_at,1.56E-04,4.48E-05,1.08E+01,EGFLAM-AS2,EGFLAM antisense RNA 2
1556740_at,7.08E-01,6.76E-01,3.93E-01,EGFLAM-AS2,EGFLAM antisense RNA 2
1570163_at,1.67E-02,9.48E-03,4.83,EGFLAM-AS4,EGFLAM antisense RNA 4
201984_s_at,7.95E-11,2.49E-12,3.29E+01,EGFR,epidermal growth factor receptor
201983_s_at,2.12E-05,4.55E-06,1.35E+01,EGFR,epidermal growth factor receptor
224999_at,5.01E-05,1.21E-05,1.23E+01,EGFR,epidermal growth factor receptor
1565484_x_at,1.34E-03,5.28E-04,7.99,EGFR,epidermal growth factor receptor
1565483_at,4.06E-03,1.88E-03,6.58,EGFR,epidermal growth factor receptor
211551_at,1.42E-02,7.86E-03,5.03,EGFR,epidermal growth factor receptor
211607_x_at,1.78E-02,1.02E-02,4.75,EGFR,epidermal growth factor receptor
210984_x_at,1.82E-02,1.04E-02,4.73,EGFR,epidermal growth factor receptor
211550_at,3.27E-01,2.81E-01,1.28,EGFR,epidermal growth factor receptor
223046_at,9.51E-10,4.41E-11,2.87E+01,EGLN1,egl-9 family hypoxia inducible factor 1
221497_x_at,3.71E-09,2.12E-10,2.65E+01,EGLN1,egl-9 family hypoxia inducible factor 1
224314_s_at,9.88E-02,7.17E-02,2.69,EGLN1,egl-9 family hypoxia inducible factor 1
223045_at,2.23E-01,1.81E-01,1.73,EGLN1,egl-9 family hypoxia inducible factor 1
227147_s_at,4.98E-01,4.53E-01,7.96E-01,EGLN2,egl-9 family hypoxia inducible factor 2
219232_s_at,3.14E-15,1.89E-17,5.23E+01,EGLN3,egl-9 family hypoxia inducible factor 3
222847_s_at,5.22E-12,1.05E-13,3.78E+01,EGLN3,egl-9 family hypoxia inducible factor 3
222314_x_at,2.47E-05,5.40E-06,1.33E+01,EGOT,eosinophil granule ontogeny transcript (non-protein coding)
240475_at,5.41E-01,4.98E-01,7.01E-01,EGOT,eosinophil granule ontogeny transcript (non-protein coding)
227404_s_at,1.09E-16,3.46E-19,5.97E+01,EGR1,early growth response 1
201693_s_at,8.29E-10,3.76E-11,2.90E+01,EGR1,early growth response 1
201694_s_at,3.30E-06,5.35E-07,1.61E+01,EGR1,early growth response 1
205249_at,2.50E-09,1.34E-10,2.71E+01,EGR2,early growth response 2
206115_at,1.46E-08,1.03E-09,2.43E+01,EGR3,early growth response 3
207767_s_at,5.90E-06,1.05E-06,1.53E+01,EGR4,early growth response 4
231575_at,1.79E-02,1.02E-02,4.75,EGR4,early growth response 4
207768_at,3.62E-01,3.15E-01,1.16,EGR4,early growth response 4
212653_s_at,6.74E-03,3.36E-03,5.95,EHBP1,EH domain binding protein 1
212650_at,5.43E-02,3.62E-02,3.4,EHBP1,EH domain binding protein 1
1557228_at,2.89E-05,6.46E-06,1.31E+01,EHBP1L1,EH domain binding protein 1 like 1
1557749_at,2.82E-03,1.24E-03,7.04,EHBP1L1,EH domain binding protein 1 like 1
91703_at,2.92E-03,1.29E-03,7,EHBP1L1,EH domain binding protein 1 like 1
221755_at,5.59E-02,3.74E-02,3.37,EHBP1L1,EH domain binding protein 1 like 1
209038_s_at,8.27E-09,5.34E-10,2.52E+01,EHD1,EH domain containing 1
209037_s_at,5.49E-08,4.75E-09,2.22E+01,EHD1,EH domain containing 1
222221_x_at,2.28E-06,3.49E-07,1.67E+01,EHD1,EH domain containing 1
209039_x_at,1.43E-05,2.90E-06,1.41E+01,EHD1,EH domain containing 1
208112_x_at,5.76E-03,2.81E-03,6.14,EHD1,EH domain containing 1
205341_at,2.05E-05,4.37E-06,1.36E+01,EHD2,EH domain containing 2
221870_at,1.60E-03,6.49E-04,7.76,EHD2,EH domain containing 2
45297_at,3.87E-03,1.78E-03,6.65,EHD2,EH domain containing 2
241267_at,1.66E-04,4.81E-05,1.07E+01,EHD3,EH domain containing 3
230740_at,2.49E-03,1.08E-03,7.2,EHD3,EH domain containing 3
218935_at,4.76E-03,2.26E-03,6.38,EHD3,EH domain containing 3
233660_at,1.21E-07,1.17E-08,2.10E+01,EHD4,EH domain containing 4
1556608_a_at,5.35E-06,9.37E-07,1.54E+01,EHD4,EH domain containing 4
239472_at,3.11E-04,9.94E-05,9.89,EHD4,EH domain containing 4
1556607_at,6.17E-04,2.18E-04,8.99,EHD4,EH domain containing 4
237097_at,3.56E-03,1.62E-03,6.75,EHD4,EH domain containing 4
229074_at,3.23E-02,2.00E-02,4.03,EHD4,EH domain containing 4
209536_s_at,9.42E-01,9.34E-01,6.81E-02,EHD4,EH domain containing 4
219850_s_at,1.73E-06,2.56E-07,1.71E+01,EHF,ETS homologous factor
224189_x_at,2.80E-06,4.43E-07,1.64E+01,EHF,ETS homologous factor
232360_at,2.14E-04,6.46E-05,1.04E+01,EHF,ETS homologous factor
225645_at,7.18E-03,3.62E-03,5.87,EHF,ETS homologous factor
232361_s_at,2.02E-02,1.17E-02,4.6,EHF,ETS homologous factor
222932_at,7.82E-01,7.56E-01,2.80E-01,EHF,ETS homologous factor
205222_at,1.17E-01,8.68E-02,2.49,EHHADH,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase"
222873_s_at,2.85E-02,1.74E-02,4.18,EHMT1,euchromatic histone lysine methyltransferase 1
219339_s_at,2.27E-01,1.85E-01,1.71,EHMT1,euchromatic histone lysine methyltransferase 1
225461_at,6.41E-01,6.04E-01,5.07E-01,EHMT1,euchromatic histone lysine methyltransferase 1
1559311_at,1.31E-01,9.91E-02,2.35,EHMT1-IT1,EHMT1 intronic transcript 1
202326_at,1.34E-07,1.33E-08,2.09E+01,EHMT2,euchromatic histone lysine methyltransferase 2
207484_s_at,1.64E-03,6.66E-04,7.74,EHMT2,euchromatic histone lysine methyltransferase 2
229079_at,3.96E-02,2.53E-02,3.78,EHMT2,euchromatic histone lysine methyltransferase 2
216396_s_at,1.65E-01,1.29E-01,2.08,EI24,"EI24, autophagy associated transmembrane protein"
208289_s_at,3.51E-01,3.04E-01,1.2,EI24,"EI24, autophagy associated transmembrane protein"
208669_s_at,2.88E-10,1.11E-11,3.07E+01,EID1,EP300 interacting inhibitor of differentiation 1
208670_s_at,2.89E-07,3.23E-08,1.97E+01,EID1,EP300 interacting inhibitor of differentiation 1
211698_at,9.01E-06,1.70E-06,1.47E+01,EID1,EP300 interacting inhibitor of differentiation 1
225936_at,3.99E-02,2.54E-02,3.78,EID2,EP300 interacting inhibitor of differentiation 2
242470_at,3.03E-06,4.85E-07,1.63E+01,EID2B,EP300 interacting inhibitor of differentiation 2B
231292_at,1.58E-05,3.24E-06,1.39E+01,EID3,EP300 interacting inhibitor of differentiation 3
212225_at,8.57E-12,1.88E-13,3.69E+01,EIF1,eukaryotic translation initiation factor 1
212130_x_at,2.93E-05,6.57E-06,1.31E+01,EIF1,eukaryotic translation initiation factor 1
217672_x_at,3.23E-05,7.34E-06,1.29E+01,EIF1,eukaryotic translation initiation factor 1
202021_x_at,5.54E-05,1.36E-05,1.22E+01,EIF1,eukaryotic translation initiation factor 1
212227_x_at,6.00E-05,1.49E-05,1.21E+01,EIF1,eukaryotic translation initiation factor 1
228967_at,3.88E-04,1.28E-04,9.6,EIF1,eukaryotic translation initiation factor 1
211956_s_at,1.28E-03,5.04E-04,8.05,EIF1,eukaryotic translation initiation factor 1
223682_s_at,1.21E-03,4.70E-04,8.12,EIF1AD,eukaryotic translation initiation factor 1A domain containing
239377_at,1.12E-01,8.26E-02,2.54,EIF1AD,eukaryotic translation initiation factor 1A domain containing
201018_at,1.66E-04,4.81E-05,1.07E+01,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked"
201019_s_at,3.39E-04,1.09E-04,9.78,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked"
201016_at,1.25E-03,4.88E-04,8.08,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked"
201017_at,1.49E-01,1.14E-01,2.21,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked"
204409_s_at,6.72E-05,1.69E-05,1.20E+01,EIF1AY,"eukaryotic translation initiation factor 1A, Y-linked"
204410_at,1.14E-04,3.14E-05,1.12E+01,EIF1AY,"eukaryotic translation initiation factor 1A, Y-linked"
201738_at,1.02E-07,9.68E-09,2.13E+01,EIF1B,eukaryotic translation initiation factor 1B
237988_at,1.42E-05,2.86E-06,1.41E+01,EIF1B,eukaryotic translation initiation factor 1B
1556248_at,1.73E-03,7.08E-04,7.67,EIF1B-AS1,EIF1B antisense RNA 1
1557212_at,1.57E-01,1.21E-01,2.14,EIF1B-AS1,EIF1B antisense RNA 1
1556249_a_at,5.16E-01,4.72E-01,7.56E-01,EIF1B-AS1,EIF1B antisense RNA 1
223015_at,6.42E-07,8.12E-08,1.85E+01,EIF2A,eukaryotic translation initiation factor 2A
217736_s_at,1.21E-10,4.05E-12,3.22E+01,EIF2AK1,eukaryotic translation initiation factor 2 alpha kinase 1
217735_s_at,5.65E-02,3.79E-02,3.36,EIF2AK1,eukaryotic translation initiation factor 2 alpha kinase 1
242898_at,1.40E-03,5.58E-04,7.93,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2
204211_x_at,2.19E-03,9.30E-04,7.36,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2
213294_at,1.21E-01,9.03E-02,2.45,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2
241463_at,1.92E-01,1.53E-01,1.9,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3
218696_at,2.13E-01,1.73E-01,1.78,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3
225164_s_at,2.39E-04,7.32E-05,1.02E+01,EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4
237145_at,2.33E-02,1.38E-02,4.43,EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4
201632_at,9.60E-02,6.94E-02,2.72,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha
202461_at,9.64E-01,9.59E-01,4.18E-02,EIF2B2,eukaryotic translation initiation factor 2B subunit beta
218488_at,5.45E-02,3.64E-02,3.4,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma
209429_x_at,1.59E-01,1.24E-01,2.12,EIF2B4,eukaryotic translation initiation factor 2B subunit delta
215482_s_at,9.27E-01,9.18E-01,8.59E-02,EIF2B4,eukaryotic translation initiation factor 2B subunit delta
212351_at,2.42E-05,5.28E-06,1.33E+01,EIF2B5,eukaryotic translation initiation factor 2B subunit epsilon
1558050_at,6.73E-01,6.38E-01,4.51E-01,EIF2B5,eukaryotic translation initiation factor 2B subunit epsilon
218253_s_at,4.45E-06,7.56E-07,1.57E+01,EIF2D,eukaryotic translation initiation factor 2D
201144_s_at,1.30E-03,5.10E-04,8.03,EIF2S1,eukaryotic translation initiation factor 2 subunit alpha
201142_at,2.14E-03,9.04E-04,7.4,EIF2S1,eukaryotic translation initiation factor 2 subunit alpha
201143_s_at,1.57E-01,1.22E-01,2.14,EIF2S1,eukaryotic translation initiation factor 2 subunit alpha
208726_s_at,5.20E-12,1.05E-13,3.78E+01,EIF2S2,eukaryotic translation initiation factor 2 subunit beta
